Faculty,Department,UTME_Score,Screening_Score,Olevel_Valid,olevel_avg_points,admitted_numeric
Management Sciences,Banking and Finance,141,51.15,1,6.0,1
Management Sciences,Entrepreneurship,244,54.6,0,3.6,0
Arts,English & Literary Studies,159,56.85,1,6.6,1
Medicine,Medicine and Surgery,250,56.5,0,3.8,0
Law,Law,378,74.7,0,3.6,0
Social Sciences,Sociology,288,69.2,0,5.2,0
Education,Electrical/Electronic Technology,376,77.4,0,4.2,0
Engineering,Computer Engineering,321,67.15,0,3.8,0
Engineering,Mechanical Engineering,360,81.0,1,5.4,1
Arts,Islamic Religious Studies/Arabic,323,81.45,1,6.6,1
Management Sciences,Industrial Relations and Personnel Management,258,60.7,0,4.4,0
Medicine,Nursing,361,72.15,0,3.6,0
Social Sciences,Tourism Studies,224,58.6,1,5.0,1
Engineering,Computer Engineering,314,67.1,0,4.0,0
Education,Biology Education,224,59.6,1,5.2,1
Medicine,Nursing,310,73.5,1,5.4,1
Medicine,Nursing,309,71.35,1,5.0,1
Education,"Test, Measurement and Evaluation",171,55.65,1,6.0,1
Agricultural Science,Agricultural Economics and Extension Services,219,66.85,1,6.8,1
Social Sciences,Political Science,364,79.6,0,5.0,0
Medicine,Medicine and Surgery,246,57.9,0,4.2,0
Arts,Theatre and Media Arts,278,64.7,0,4.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",250,61.5,0,4.8,0
Arts,Yoruba,176,57.4,1,6.2,1
Management Sciences,Entrepreneurship,211,54.65,0,4.6,0
Law,Law,364,84.6,1,6.0,1
Engineering,Mechanical Engineering,294,74.1,1,6.0,1
Social Sciences,Sociology,327,73.05,0,4.8,0
Medicine,Nursing,344,69.6,0,3.6,0
Education,French Education,287,70.05,1,5.4,1
Engineering,Civil Engineering,392,87.8,1,5.8,1
Social Sciences,Psychology,156,45.4,0,4.4,0
Education,Political Science Education,267,67.05,0,5.4,0
Management Sciences,Entrepreneurship,341,83.15,1,6.4,1
Education,Basic/Integrated Science Education,269,66.35,0,5.2,0
Education,Geography Education,292,76.8,1,6.6,1
Social Sciences,Geography and Planning Science,235,57.25,0,4.4,0
Law,Law,176,50.4,0,4.8,0
Management Sciences,Banking and Finance,192,43.8,0,3.0,0
Management Sciences,Industrial Relations and Personnel Management,315,73.25,0,5.2,0
Social Sciences,Psychology,184,46.6,0,3.8,0
Social Sciences,Environmental Management,372,78.8,0,4.6,0
Management Sciences,Actuarial Science,144,47.6,1,5.2,0
Social Sciences,Psychology,295,68.25,1,4.8,1
Social Sciences,Environmental Management,361,88.15,1,6.8,1
Agricultural Science,"Crop, Horticulture and Landscape Design",336,74.4,0,4.8,0
Social Sciences,Environmental Management,378,78.7,0,4.4,0
Education,Political Science Education,272,71.8,1,6.2,1
Education,Chemistry Education,364,80.6,0,5.2,0
Education,Biology Education,220,56.0,1,4.6,1
Management Sciences,Entrepreneurship,154,43.1,0,4.0,0
Agricultural Science,Animal Production & Health Sciences,311,70.65,0,4.8,0
Agricultural Science,"Crop, Horticulture and Landscape Design",350,68.5,0,3.2,0
Arts,Religious Studies,234,70.1,1,7.0,1
Agricultural Science,Animal Production & Health Sciences,391,88.65,1,6.0,1
Social Sciences,Sociology,271,64.65,1,4.8,1
Education,Economics Education,384,81.6,1,4.8,1
Agricultural Science,Forestry Resources and Wildlife Management,367,76.05,0,4.2,0
Management Sciences,Entrepreneurship,325,73.75,1,5.0,1
Agricultural Science,Agricultural Economics and Extension Services,307,70.05,0,4.8,0
Social Sciences,Tourism Studies,347,73.05,0,4.2,0
Agricultural Science,Agricultural Economics and Extension Services,191,62.65,1,6.8,1
Science,Mathematics,164,52.6,1,5.6,1
Arts,Philosophy,282,61.3,0,3.8,0
Management Sciences,Banking and Finance,318,69.7,0,4.4,0
Engineering,Mechanical Engineering,340,78.0,1,5.4,1
Science,Computer Science,184,54.6,0,5.4,0
Arts,Philosophy,270,63.5,0,4.6,0
Law,Law,318,73.7,0,5.2,0
Arts,Philosophy,367,84.05,1,5.8,1
Engineering,Civil Engineering,213,63.95,1,6.4,1
Arts,Theatre and Media Arts,191,53.65,1,5.0,1
Education,Health Education,283,72.45,1,6.0,1
Medicine,Medicine and Surgery,249,64.35,0,5.4,0
Agricultural Science,Soil Resources and Environmental Management,150,45.5,0,4.6,0
Arts,English & Literary Studies,166,44.9,0,4.0,0
Science,Science Laboratory Technology,218,64.7,1,6.4,1
Social Sciences,Political Science,285,60.75,0,3.6,0
Agricultural Science,Fisheries and Aquaculture Management,215,56.25,1,4.8,1
Management Sciences,Business Administration,345,76.75,0,5.0,0
Law,Law,151,57.65,1,7.0,1
Management Sciences,Industrial Relations and Personnel Management,378,79.7,0,4.6,0
Medicine,Physiology,170,47.5,0,4.4,0
Education,Education History,287,62.05,0,3.8,0
Arts,Islamic Religious Studies/Arabic,380,79.0,0,4.4,0
Agricultural Science,Fisheries and Aquaculture Management,342,86.3,1,7.0,1
Science,Computer Science,186,51.9,0,4.8,0
Education,Physics Education,208,59.2,0,5.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",303,72.45,1,5.4,1
Medicine,Anatomy,183,47.45,0,4.0,0
Science,Zoology,306,64.9,0,3.8,0
Medicine,Nursing,187,44.05,0,3.2,0
Science,Mathematics,228,60.2,1,5.2,1
Arts,French,366,76.9,0,4.4,0
Science,Plant Sciences and Biotechnology,347,83.05,1,6.2,1
Medicine,Medicine and Surgery,340,71.0,1,4.0,1
Science,Computer Science,384,90.6,1,6.6,1
Law,Law,158,51.7,1,5.6,1
Management Sciences,Cooperative Studies,319,70.85,1,4.6,1
Management Sciences,Accounting,387,83.05,0,5.0,0
Law,Law,185,52.75,1,5.0,1
Arts,Yoruba,270,56.5,0,3.2,0
Arts,Religious Studies,232,58.8,1,4.8,1
Law,Law,307,65.05,0,3.8,0
Education,Computer Science Education,351,78.65,1,5.2,1
Education,Nursery & Primary/Early Childhood Education,323,71.45,1,4.6,1
Education,Social Studies,375,77.25,0,4.2,0
Engineering,Computer Engineering,359,81.85,1,5.6,1
Agricultural Science,Soil Resources and Environmental Management,203,57.45,1,5.4,1
Science,Computer Science,307,71.05,1,5.0,1
Science,Plant Sciences and Biotechnology,362,86.3,1,6.4,1
Management Sciences,Entrepreneurship,373,84.95,1,5.8,1
Agricultural Science,Animal Production & Health Sciences,290,68.5,1,5.0,1
Law,Law,380,86.0,1,5.8,1
Law,Law,363,82.45,1,5.6,1
Agricultural Science,Animal Production & Health Sciences,268,72.2,1,6.4,1
Medicine,Medicine and Surgery,278,63.7,0,4.4,0
Engineering,Electrical/Electronic Engineering,180,51.0,0,4.8,0
Education,Educational Technology,330,75.5,1,5.2,1
Arts,Christian Religious Studies,140,46.0,1,5.0,0
Arts,French,338,67.7,0,3.4,0
Education,English Education,384,84.6,1,5.4,1
Arts,Linguistics & Nigerian Languages,372,85.8,1,6.0,1
Agricultural Science,Forestry Resources and Wildlife Management,318,72.7,1,5.0,1
Medicine,Anatomy,302,68.3,1,4.6,1
Medicine,Anatomy,212,48.8,0,3.4,0
Arts,Yoruba,163,52.45,0,5.6,0
Engineering,Electrical/Electronic Engineering,244,62.6,0,5.2,0
Management Sciences,Insurance,372,77.8,0,4.4,0
Medicine,Anatomy,321,87.15,1,7.8,1
Medicine,Medicine and Surgery,185,55.75,1,5.6,1
Education,Basic/Integrated Science Education,396,82.4,0,4.6,0
Science,Science Laboratory Technology,251,58.65,0,4.2,0
Agricultural Science,Animal Production & Health Sciences,339,76.85,1,5.2,1
Agricultural Science,Forestry Resources and Wildlife Management,382,78.3,0,4.2,0
Law,Law,283,67.45,0,5.0,0
Law,Law,141,36.15,0,3.0,0
Engineering,Mechanical Engineering,305,63.75,0,3.6,0
Education,Education History,302,62.3,0,3.4,0
Engineering,Electrical/Electronic Engineering,203,58.45,1,5.6,1
Agricultural Science,Forestry Resources and Wildlife Management,159,54.85,1,6.2,1
Social Sciences,Sociology,208,54.2,0,4.6,0
Agricultural Science,Agricultural Economics and Extension Services,193,53.95,1,5.0,1
Arts,French,276,60.4,0,3.8,0
Education,Education Arabic Studies,364,73.6,0,3.8,0
Science,Physics,240,61.0,0,5.0,0
Education,Chemistry Education,342,79.3,0,5.6,0
Engineering,Electrical/Electronic Engineering,248,58.2,0,4.2,0
Management Sciences,Industrial Relations and Personnel Management,356,71.4,0,3.6,0
Agricultural Science,Forestry Resources and Wildlife Management,284,72.6,0,6.0,0
Engineering,Mechanical Engineering,161,55.15,0,6.2,0
Education,Human Kinetics/Physical & Health Education,394,83.1,0,4.8,0
Arts,English & Literary Studies,389,81.35,0,4.6,0
Management Sciences,Insurance,328,71.2,1,4.4,1
Education,Electrical/Electronic Technology,278,72.7,1,6.2,1
Arts,Linguistics & Nigerian Languages,371,77.65,0,4.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",285,69.75,1,5.4,1
Law,Law,251,63.65,1,5.2,1
Science,Mathematics,348,75.2,0,4.6,0
Education,Political Science Education,242,60.3,1,4.8,1
Medicine,Medicine and Surgery,317,73.55,1,5.2,1
Management Sciences,Accounting,361,80.15,1,5.2,1
Arts,English & Literary Studies,140,45.0,0,4.8,0
Law,Law,302,78.3,1,6.6,1
Management Sciences,Marketing,303,72.45,0,5.4,0
Management Sciences,Banking and Finance,371,78.65,1,4.6,1
Agricultural Science,Animal Production & Health Sciences,368,78.2,1,4.6,1
Engineering,Computer Engineering,369,81.35,1,5.2,1
Management Sciences,Accounting,165,50.75,0,5.2,0
Law,Law,266,66.9,1,5.4,1
Agricultural Science,Agricultural Economics and Extension Services,287,64.05,1,4.2,1
Agricultural Science,Fisheries and Aquaculture Management,342,75.3,0,4.8,0
Engineering,Mechanical Engineering,319,67.85,0,4.0,0
Science,Biochemistry,167,53.05,0,5.6,0
Social Sciences,Political Science,180,50.0,0,4.6,0
Social Sciences,Psychology,147,49.05,1,5.4,0
Education,Business Education - Office Management,372,78.8,0,4.6,0
Agricultural Science,Agricultural Economics and Extension Services,208,48.2,0,3.4,0
Social Sciences,Economics,312,77.8,1,6.2,1
Arts,English & Literary Studies,185,53.75,1,5.2,1
Agricultural Science,Forestry Resources and Wildlife Management,280,67.0,0,5.0,0
Management Sciences,Banking and Finance,161,43.15,0,3.8,0
Law,Law,263,61.45,0,4.4,0
Education,Health Education,309,68.35,0,4.4,0
Law,Law,294,71.1,1,5.4,1
Agricultural Science,Forestry Resources and Wildlife Management,298,65.7,0,4.2,0
Agricultural Science,Fisheries and Aquaculture Management,399,83.85,0,4.8,0
Agricultural Science,Soil Resources and Environmental Management,310,74.5,0,5.6,0
Engineering,Electrical/Electronic Engineering,396,79.4,0,4.0,0
Law,Law,214,50.1,0,3.6,0
Engineering,Civil Engineering,398,92.7,1,6.6,1
Agricultural Science,Animal Production & Health Sciences,307,71.05,0,5.0,0
Engineering,Mechanical Engineering,213,54.95,1,4.6,1
Social Sciences,Economics,314,70.1,1,4.6,1
Social Sciences,Psychology,356,78.4,0,5.0,0
Management Sciences,Marketing,209,58.35,1,5.4,1
Medicine,Physiology,235,64.25,0,5.8,0
Engineering,Electrical/Electronic Engineering,330,75.5,1,5.2,1
Agricultural Science,Fisheries and Aquaculture Management,372,73.8,0,3.6,0
Science,Microbiology,236,59.4,0,4.8,0
Education,Health Education,331,74.65,0,5.0,0
Science,Geology,348,74.2,0,4.4,0
Management Sciences,Actuarial Science,235,56.25,0,4.2,0
Science,Chemistry,266,59.9,0,4.0,0
Medicine,Nursing,171,61.65,1,7.2,1
Social Sciences,Environmental Management,221,60.15,1,5.4,1
Medicine,Nursing,386,74.9,0,3.4,0
Science,Biochemistry,214,57.1,0,5.0,0
Management Sciences,Marketing,219,58.85,0,5.2,0
Medicine,Physiology,191,49.65,0,4.2,0
Law,Law,205,66.75,1,7.2,1
Management Sciences,Marketing,297,65.55,0,4.2,0
Education,Geography Education,378,87.7,1,6.2,1
Education,Chemistry Education,176,50.4,1,4.8,1
Management Sciences,Marketing,394,84.1,0,5.0,0
Arts,Islamic Religious Studies/Arabic,392,76.8,0,3.6,0
Medicine,Medicine and Surgery,387,79.05,0,4.2,0
Science,Statistics,333,68.95,0,3.8,0
Education,Educational Technology,242,55.3,1,3.8,1
Law,Law,221,58.15,0,5.0,0
Agricultural Science,Forestry Resources and Wildlife Management,146,48.9,1,5.4,0
Social Sciences,Economics,206,54.9,0,4.8,0
Arts,English & Literary Studies,333,75.95,0,5.2,0
Education,Biology Education,172,49.8,1,4.8,0
Law,Law,327,72.05,1,4.6,1
Medicine,Nursing,167,56.05,1,6.2,1
Agricultural Science,Animal Production & Health Sciences,300,66.0,0,4.2,0
Arts,Philosophy,193,59.95,1,6.2,1
Agricultural Science,Agricultural Economics and Extension Services,221,64.15,1,6.2,1
Social Sciences,Economics,387,84.05,1,5.2,1
Engineering,Civil Engineering,284,66.6,1,4.8,1
Medicine,Medicine and Surgery,370,86.5,1,6.2,1
Engineering,Electrical/Electronic Engineering,343,73.45,0,4.4,0
Law,Law,312,75.8,1,5.8,1
Law,Law,356,81.4,0,5.6,0
Science,Microbiology,386,83.9,0,5.2,0
Arts,English & Literary Studies,209,50.35,1,3.8,1
Social Sciences,Tourism Studies,206,62.9,1,6.4,1
Arts,Theatre and Media Arts,154,47.1,1,4.8,0
Medicine,Physiology,265,66.75,0,5.4,0
Arts,French,387,84.05,1,5.2,1
Science,Microbiology,307,74.05,1,5.6,1
Science,Physics,257,62.55,0,4.8,0
Social Sciences,Psychology,153,42.95,0,4.0,0
Arts,History & International Studies,155,50.25,1,5.4,1
Science,Plant Sciences and Biotechnology,336,73.4,1,4.6,1
Medicine,Medicine and Surgery,213,56.95,1,5.0,1
Arts,Yoruba,354,79.1,1,5.2,1
Engineering,Mechanical Engineering,382,78.3,0,4.2,0
Science,Mathematics,274,71.1,0,6.0,0
Science,Computer Science,362,83.3,0,5.8,0
Social Sciences,Sociology,248,62.2,0,5.0,0
Law,Law,320,66.0,0,3.6,0
Arts,Theatre and Media Arts,230,59.5,1,5.0,1
Law,Law,288,62.2,0,3.8,0
Medicine,Anatomy,269,62.35,0,4.4,0
Social Sciences,Sociology,172,47.8,0,4.4,0
Management Sciences,Entrepreneurship,345,82.75,1,6.2,1
Medicine,Physiology,229,56.35,1,4.4,1
Management Sciences,Industrial Relations and Personnel Management,266,57.9,0,3.6,0
Medicine,Medicine and Surgery,265,58.75,1,3.8,1
Agricultural Science,Agricultural Economics and Extension Services,278,64.7,0,4.6,0
Social Sciences,Psychology,373,84.95,1,5.8,1
Education,Education History,312,76.8,0,6.0,0
Medicine,Medicine and Surgery,346,63.9,0,2.4,0
Law,Law,385,85.75,0,5.6,0
Education,Business Education - Accounting,315,78.25,0,6.2,0
Engineering,Computer Engineering,342,78.3,0,5.4,0
Education,Education Arabic Studies,284,60.6,0,3.6,0
Education,Human Kinetics/Physical & Health Education,188,45.2,0,3.4,0
Medicine,Anatomy,307,70.05,1,4.8,1
Agricultural Science,Animal Production & Health Sciences,155,52.25,0,5.8,0
Agricultural Science,Forestry Resources and Wildlife Management,228,64.2,1,6.0,1
Engineering,Mechanical Engineering,367,78.05,0,4.6,0
Management Sciences,Entrepreneurship,248,62.2,0,5.0,0
Science,Geology,357,82.55,1,5.8,1
Agricultural Science,Animal Production & Health Sciences,149,48.35,0,5.2,0
Law,Law,352,73.8,1,4.2,1
Law,Law,237,62.55,0,5.4,0
Medicine,Anatomy,147,50.05,1,5.6,1
Arts,Yoruba,148,45.2,0,4.6,0
Engineering,Computer Engineering,201,61.15,1,6.2,1
Science,Industrial Chemistry,228,55.2,1,4.2,1
Education,Social Studies,228,69.2,1,7.0,1
Arts,French,356,78.4,0,5.0,0
Education,Business Education - Marketing,291,62.65,0,3.8,0
Social Sciences,Environmental Management,325,78.75,1,6.0,1
Medicine,Medicine and Surgery,328,76.2,0,5.4,0
Management Sciences,Marketing,172,49.8,0,4.8,0
Agricultural Science,Animal Production & Health Sciences,384,85.6,1,5.6,1
Medicine,Physiology,392,77.8,0,3.8,0
Education,Business Education - Office Management,294,61.1,0,3.4,0
Agricultural Science,Forestry Resources and Wildlife Management,196,53.4,1,4.8,1
Law,Law,368,79.2,0,4.8,0
Engineering,Mechanical Engineering,244,66.6,1,6.0,1
Law,Law,242,61.3,0,5.0,0
Social Sciences,Economics,338,79.7,1,5.8,1
Management Sciences,Entrepreneurship,354,84.1,0,6.2,0
Science,Science Laboratory Technology,209,62.35,1,6.2,1
Science,Geo-Physics,202,54.3,0,4.8,0
Medicine,Nursing,262,68.3,0,5.8,0
Education,"Test, Measurement and Evaluation",380,75.0,0,3.6,0
Education,Basic/Integrated Science Education,399,81.85,1,4.4,1
Science,Geology,392,81.8,1,4.6,1
Law,Law,292,71.8,0,5.6,0
Arts,Yoruba,164,48.6,0,4.8,0
Social Sciences,Tourism Studies,264,63.6,0,4.8,0
Social Sciences,Political Science,270,64.5,0,4.8,0
Medicine,Nursing,322,68.3,0,4.0,0
Arts,Philosophy,377,79.55,0,4.6,0
Education,Adult Education,153,51.95,1,5.8,1
Management Sciences,Marketing,141,42.15,0,4.2,0
Social Sciences,Psychology,357,78.55,1,5.0,1
Law,Law,284,65.6,0,4.6,0
Science,Chemistry,360,85.0,0,6.2,0
Science,Biochemistry,364,78.6,0,4.8,0
Law,Law,371,78.65,0,4.6,0
Social Sciences,Political Science,289,67.35,1,4.8,1
Medicine,Physiology,217,59.55,0,5.4,0
Science,Geo-Physics,329,71.35,0,4.4,0
Management Sciences,Entrepreneurship,250,55.5,0,3.6,0
Education,Human Kinetics/Physical & Health Education,354,81.1,1,5.6,1
Law,Law,350,75.5,0,4.6,0
Science,Geo-Physics,304,69.6,1,4.8,1
Science,Biochemistry,237,64.55,1,5.8,1
Agricultural Science,Forestry Resources and Wildlife Management,331,84.65,1,7.0,1
Education,Human Kinetics/Physical & Health Education,162,48.3,1,4.8,0
Law,Law,345,73.75,1,4.4,1
Law,Law,279,68.85,0,5.4,0
Arts,French,175,55.25,1,5.8,1
Medicine,Nursing,395,82.25,0,4.6,0
Arts,Linguistics & Nigerian Languages,354,81.1,1,5.6,1
Science,Biochemistry,373,83.95,1,5.6,1
Education,Business Education - Office Management,354,84.1,1,6.2,1
Arts,Religious Studies,222,52.3,0,3.8,0
Arts,Philosophy,156,41.4,1,3.6,0
Engineering,Computer Engineering,228,60.2,0,5.2,0
Arts,Religious Studies,186,51.9,0,4.8,0
Management Sciences,Entrepreneurship,203,57.45,0,5.4,0
Management Sciences,Marketing,277,64.55,1,4.6,1
Science,Mathematics,369,79.35,1,4.8,1
Education,Guidance and Counselling,187,56.05,1,5.6,1
Social Sciences,Psychology,331,74.65,0,5.0,0
Management Sciences,Industrial Relations and Personnel Management,279,66.85,0,5.0,0
Social Sciences,Sociology,255,63.25,0,5.0,0
Medicine,Anatomy,269,66.35,1,5.2,1
Law,Law,230,66.5,1,6.4,1
Agricultural Science,Agricultural Economics and Extension Services,164,51.6,0,5.4,0
Social Sciences,Geography and Planning Science,312,70.8,1,4.8,1
Social Sciences,Geography and Planning Science,357,79.55,1,5.2,1
Science,Mathematics,370,72.5,0,3.4,0
Arts,Theatre and Media Arts,329,79.35,1,6.0,1
Engineering,Civil Engineering,154,42.1,0,3.8,0
Engineering,Civil Engineering,392,85.8,1,5.4,1
Science,Mathematics,182,56.3,1,5.8,1
Agricultural Science,Forestry Resources and Wildlife Management,200,52.0,0,4.4,0
Agricultural Science,Soil Resources and Environmental Management,342,80.3,1,5.8,1
Management Sciences,Business Administration,371,76.65,0,4.2,0
Agricultural Science,"Crop, Horticulture and Landscape Design",342,76.3,0,5.0,0
Agricultural Science,Agricultural Economics and Extension Services,263,55.45,0,3.2,0
Medicine,Physiology,257,69.55,1,6.2,1
Education,Education History,167,50.05,1,5.0,1
Law,Law,190,52.5,1,4.8,1
Social Sciences,Geography and Planning Science,306,72.9,0,5.4,0
Medicine,Nursing,163,47.45,1,4.6,0
Law,Law,329,76.35,1,5.4,1
Social Sciences,Political Science,141,40.15,0,3.8,0
Medicine,Anatomy,177,50.55,1,4.8,1
Social Sciences,Geography and Planning Science,363,78.45,0,4.8,0
Education,"Test, Measurement and Evaluation",216,54.4,0,4.4,0
Engineering,Computer Engineering,354,72.1,0,3.8,0
Management Sciences,Business Administration,307,76.05,1,6.0,1
Management Sciences,Insurance,174,54.1,0,5.6,0
Engineering,Mechanical Engineering,195,61.25,0,6.4,0
Medicine,Anatomy,361,74.15,0,4.0,0
Engineering,Computer Engineering,142,36.3,0,3.0,0
Medicine,Nursing,183,48.45,1,4.2,0
Arts,Islamic Religious Studies/Arabic,260,66.0,0,5.4,0
Education,Yoruba Education,241,63.15,0,5.4,0
Engineering,Mechanical Engineering,195,62.25,1,6.6,1
Medicine,Anatomy,322,65.3,0,3.4,0
Medicine,Nursing,240,60.0,0,4.8,0
Law,Law,283,67.45,1,5.0,1
Management Sciences,Banking and Finance,344,82.6,1,6.2,1
Education,Chemistry Education,325,80.75,1,6.4,1
Engineering,Electrical/Electronic Engineering,358,72.7,1,3.8,1
Arts,Linguistics & Nigerian Languages,270,67.5,0,5.4,0
Management Sciences,Business Administration,198,52.7,0,4.6,0
Law,Law,325,71.75,0,4.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",214,54.1,0,4.4,0
Engineering,Computer Engineering,245,61.75,1,5.0,1
Education,Computer Science Education,189,50.35,0,4.4,0
Education,Adult Education,150,45.5,0,4.6,0
Medicine,Anatomy,323,72.45,0,4.8,0
Law,Law,277,56.55,0,3.0,0
Medicine,Anatomy,144,48.6,0,5.4,0
Arts,Linguistics & Nigerian Languages,285,62.75,0,4.0,0
Social Sciences,Psychology,232,57.8,0,4.6,0
Law,Law,148,55.2,1,6.6,1
Science,Physics,234,63.1,1,5.6,1
Medicine,Anatomy,268,69.2,1,5.8,1
Engineering,Mechanical Engineering,262,65.3,0,5.2,0
Arts,Christian Religious Studies,205,45.75,0,3.0,0
Education,Political Science Education,152,46.8,0,4.8,0
Education,Yoruba Education,188,52.2,0,4.8,0
Education,Human Kinetics/Physical & Health Education,164,50.6,1,5.2,1
Engineering,Mechanical Engineering,288,77.2,1,6.8,1
Engineering,Computer Engineering,257,69.55,1,6.2,1
Medicine,Anatomy,303,68.45,0,4.6,0
Engineering,Civil Engineering,238,62.7,0,5.4,0
Agricultural Science,Soil Resources and Environmental Management,319,71.85,1,4.8,1
Engineering,Electrical/Electronic Engineering,335,78.25,1,5.6,1
Science,Biochemistry,279,60.85,0,3.8,0
Management Sciences,Industrial Relations and Personnel Management,307,71.05,0,5.0,0
Law,Law,350,78.5,1,5.2,1
Management Sciences,Business Administration,158,53.7,1,6.0,1
Social Sciences,Sociology,149,56.35,1,6.8,1
Medicine,Medicine and Surgery,141,44.15,0,4.6,0
Law,Law,255,63.25,0,5.0,0
Engineering,Computer Engineering,261,69.15,1,6.0,1
Engineering,Mechanical Engineering,388,81.2,0,4.6,0
Law,Law,351,73.65,0,4.2,0
Arts,Christian Religious Studies,285,71.75,1,5.8,1
Management Sciences,Marketing,318,74.7,0,5.4,0
Engineering,Electrical/Electronic Engineering,206,63.9,1,6.6,1
Science,Computer Science,378,77.7,0,4.2,0
Engineering,Computer Engineering,369,80.35,0,5.0,0
Management Sciences,Actuarial Science,317,69.55,0,4.4,0
Science,Microbiology,280,66.0,0,4.8,0
Management Sciences,Cooperative Studies,375,89.25,1,6.6,1
Agricultural Science,Fisheries and Aquaculture Management,342,79.3,0,5.6,0
Agricultural Science,Fisheries and Aquaculture Management,250,62.5,1,5.0,1
Medicine,Medicine and Surgery,307,71.05,1,5.0,1
Agricultural Science,Soil Resources and Environmental Management,354,76.1,0,4.6,0
Social Sciences,Tourism Studies,332,78.8,0,5.8,0
Arts,Christian Religious Studies,283,62.45,0,4.0,0
Management Sciences,Accounting,386,74.9,0,3.4,0
Agricultural Science,Agricultural Economics and Extension Services,245,59.75,1,4.6,1
Arts,Christian Religious Studies,392,81.8,1,4.6,1
Arts,Philosophy,310,68.5,1,4.4,1
Social Sciences,Tourism Studies,385,80.75,1,4.6,1
Management Sciences,Cooperative Studies,177,51.55,0,5.0,0
Medicine,Anatomy,234,58.1,0,4.6,0
Agricultural Science,Fisheries and Aquaculture Management,320,80.0,1,6.4,1
Engineering,Electrical/Electronic Engineering,230,64.5,1,6.0,1
Science,Geo-Physics,357,87.55,1,6.8,1
Management Sciences,Entrepreneurship,232,61.8,1,5.4,1
Science,Biochemistry,278,61.7,0,4.0,0
Management Sciences,Actuarial Science,149,40.35,0,3.6,0
Agricultural Science,Animal Production & Health Sciences,186,50.9,0,4.6,0
Arts,History & International Studies,236,56.4,1,4.2,1
Law,Law,238,56.7,0,4.2,0
Education,Social Studies,370,74.5,0,3.8,0
Social Sciences,Economics,264,69.6,1,6.0,1
Management Sciences,Entrepreneurship,216,53.4,0,4.2,0
Management Sciences,Cooperative Studies,313,73.95,1,5.4,1
Engineering,Electrical/Electronic Engineering,158,47.7,0,4.8,0
Engineering,Computer Engineering,263,65.45,0,5.2,0
Management Sciences,Insurance,363,80.45,1,5.2,1
Law,Law,326,65.9,0,3.4,0
Law,Law,388,84.2,0,5.2,0
Law,Law,196,57.4,0,5.6,0
Engineering,Civil Engineering,218,60.7,1,5.6,1
Medicine,Nursing,142,48.3,0,5.4,0
Social Sciences,Economics,184,53.6,0,5.2,0
Medicine,Nursing,310,69.5,0,4.6,0
Social Sciences,Environmental Management,199,48.85,0,3.8,0
Social Sciences,Psychology,239,57.85,0,4.4,0
Education,Education Arabic Studies,152,53.8,1,6.2,1
Medicine,Physiology,175,57.25,1,6.2,1
Management Sciences,Actuarial Science,335,80.25,0,6.0,0
Engineering,Civil Engineering,283,71.45,1,5.8,1
Arts,Religious Studies,325,72.75,0,4.8,0
Engineering,Computer Engineering,221,57.15,1,4.8,1
Medicine,Nursing,347,76.05,1,4.8,1
Medicine,Nursing,279,67.85,0,5.2,0
Education,Basic/Integrated Science Education,275,58.25,0,3.4,0
Social Sciences,Tourism Studies,187,58.05,1,6.0,1
Medicine,Physiology,243,51.45,0,3.0,0
Management Sciences,Industrial Relations and Personnel Management,285,57.75,0,3.0,0
Social Sciences,Economics,188,51.2,0,4.6,0
Education,Yoruba Education,183,47.45,0,4.0,0
Education,Education History,331,67.65,0,3.6,0
Science,Mathematics,274,65.1,0,4.8,0
Management Sciences,Cooperative Studies,198,53.7,1,4.8,1
Arts,French,299,65.85,0,4.2,0
Law,Law,335,70.25,0,4.0,0
Education,English Education,275,65.25,1,4.8,1
Social Sciences,Psychology,172,53.8,0,5.6,0
Engineering,Civil Engineering,323,74.45,1,5.2,1
Management Sciences,Marketing,151,47.65,0,5.0,0
Law,Law,385,88.75,1,6.2,1
Medicine,Nursing,360,82.0,1,5.6,1
Social Sciences,Tourism Studies,351,74.65,1,4.4,1
Social Sciences,Political Science,313,69.95,0,4.6,0
Education,Biology Education,267,64.05,0,4.8,0
Science,Plant Sciences and Biotechnology,186,56.9,0,5.8,0
Management Sciences,Insurance,377,85.55,1,5.8,1
Engineering,Electrical/Electronic Engineering,223,57.45,0,4.8,0
Management Sciences,Marketing,295,72.25,1,5.6,1
Education,Education History,334,74.1,1,4.8,1
Social Sciences,Environmental Management,262,66.3,0,5.4,0
Medicine,Anatomy,185,51.75,1,4.8,1
Agricultural Science,Animal Production & Health Sciences,210,62.5,1,6.2,1
Social Sciences,Environmental Management,244,55.6,1,3.8,1
Social Sciences,Environmental Management,246,68.9,1,6.4,1
Social Sciences,Economics,358,84.7,1,6.2,1
Agricultural Science,Soil Resources and Environmental Management,399,87.85,1,5.6,1
Arts,Theatre and Media Arts,184,62.6,1,7.0,1
Law,Law,319,74.85,0,5.4,0
Science,Geo-Physics,197,53.55,0,4.8,0
Education,Yoruba Education,242,67.3,1,6.2,1
