faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Management and Social Sciences,Tourism and Hospitality Management,201,57.12,False,not admitted,"B3, B2, C6, C6, C6"
Education,Human Kinetic and Health Education,317,70.62,True,not admitted,"C5, C6, B3, C5, C5"
Allied Health Science,Environmental Health Science,177,55.12,True,not admitted,"C4, C5, C5, C5, B3"
Agriculture,Food Science and Technology,396,83.5,True,not admitted,"C6, A1, C6, C5, B3"
Management and Social Sciences,Business and Entrepreneurship,156,52.5,True,not admitted,"C4, C4, C5, C6, B3"
Pure and Applied Science,Environmental Management and Toxicology,316,68.5,False,not admitted,"C6, C4, C5, C5, C6"
Engineering and Technology,Aeronautics and Astronautics Engineering,225,63.12,True,not admitted,"C6, C4, B3, A1, C6"
Law,Business and Private Law,272,65.0,True,not admitted,"C4, C5, C6, C4, C5"
Management and Social Sciences,Economics and Development Studies,159,53.88,True,not admitted,"C6, B3, C6, C4, B2"
Law,Jurisprudence and Public Law,393,84.12,False,not admitted,"C4, C5, C4, C5, B2"
Pure and Applied Science,Environmental Management and Toxicology,315,82.38,True,not admitted,"A1, A1, C6, B2, B2"
Allied Health Science,Environmental Health Science,138,54.25,True,not admitted,"B2, B2, C5, B3, C6"
Education,Business and Entrepreneurship Education,226,67.25,True,not admitted,"B2, B2, C5, B2, C5"
Law,Common Law,354,76.25,False,not admitted,"B2, C6, B3, C6, C6"
Pure and Applied Science,Plant and Environmental Biology,125,55.62,True,not admitted,"B2, C4, C5, B3, A1"
Engineering and Technology,Civil and Environmental Engineering,262,66.75,True,not admitted,"A1, C5, C5, C4, C6"
Management and Social Sciences,Business and Entrepreneurship,206,62.75,False,not admitted,"B3, C5, B3, B2, C5"
Law,Jurisprudence and Public Law,141,56.62,False,not admitted,"C5, B2, B2, A1, C6"
Pure and Applied Science,Zoology,130,58.25,True,not admitted,"B2, B3, B2, C4, B2"
Information and Communication Technology,Mass Communication,344,83.0,True,not admitted,"B3, C4, B2, C4, B2"
Allied Health Science,Public Health,384,81.0,True,not admitted,"C5, C4, C6, A1, C6"
Engineering and Technology,Aeronautics and Astronautics Engineering,135,52.88,True,not admitted,"B2, C5, B3, C5, C4"
Pure and Applied Science,Geology and Mineral Sciences,167,54.88,True,not admitted,"C4, C5, B2, C4, C6"
Allied Health Science,Medical Laboratory Science,227,64.38,True,not admitted,"C5, B3, C4, C5, B2"
Law,Jurisprudence and Public Law,350,82.75,True,not admitted,"A1, C6, C4, A1, C4"
Law,Common Law,320,75.0,True,not admitted,"A1, C5, C6, B2, C6"
Engineering and Technology,Food and Agricultural Engineering,210,67.25,False,not admitted,"B3, A1, C5, B2, B3"
Information and Communication Technology,Computer Science,354,75.25,False,not admitted,"C6, C4, C5, C5, C4"
Engineering and Technology,Civil and Environmental Engineering,297,74.12,True,not admitted,"C4, C6, A1, A1, C6"
Management and Social Sciences,Tourism and Hospitality Management,253,68.62,True,not admitted,"C6, A1, C5, B2, C4"
Law,Jurisprudence and Public Law,335,82.88,True,not admitted,"C5, B2, B3, B3, A1"
Management and Social Sciences,Accounting and Finance,298,73.25,True,not admitted,"C4, C6, C6, A1, B2"
Pure and Applied Science,Mathematics and Statistics,130,48.25,True,not admitted,"C6, C6, A1, C5, C5"
Arts,Arabic and French,153,62.12,False,not admitted,"B2, A1, C4, B3, B2"
Education,Arts and Science Education,292,79.5,False,not admitted,"B2, C4, C4, A1, A1"
Law,Common Law,232,67.0,False,not admitted,"A1, C6, A1, C6, B3"
Management and Social Sciences,Business and Entrepreneurship,231,65.88,False,not admitted,"B3, C4, C4, B3, C4"
Agriculture,Agricultural Economics and Extension Services,350,80.75,False,not admitted,"C5, C4, A1, C4, C4"
Education,Business and Entrepreneurship Education,201,58.12,True,not admitted,"B3, C6, C5, C5, B3"
Information and Communication Technology,Mass Communication,292,79.5,False,not admitted,"B3, A1, B2, B2, C4"
Pure and Applied Science,Geology and Mineral Sciences,216,67.0,True,not admitted,"B2, A1, C4, C5, B3"
Information and Communication Technology,Library and Information Science,226,62.25,False,not admitted,"C4, C5, B2, C6, C4"
Management and Social Sciences,Economics and Development Studies,384,82.0,False,not admitted,"C6, C4, C5, B2, C4"
Agriculture,Crop Production,196,56.5,True,not admitted,"C4, B2, C5, C6, C6"
Information and Communication Technology,Library and Information Science,247,71.88,True,not admitted,"B3, B2, B3, A1, C5"
Agriculture,Food Science and Technology,322,80.25,False,not admitted,"A1, C5, C5, B3, A1"
Arts,Fine and Applied Arts,244,70.5,True,not admitted,"A1, A1, B3, C4, C6"
Allied Health Science,Medical Laboratory Science,146,50.25,True,not admitted,"C6, C5, C6, A1, C5"
Agriculture,Food Science and Technology,216,61.0,True,not admitted,"C6, C6, B2, B2, C5"
Management and Social Sciences,Economics and Development Studies,141,54.62,True,not admitted,"A1, C5, C6, B2, C4"
Information and Communication Technology,Mass Communication,133,54.62,False,not admitted,"C6, C4, B3, A1, B3"
Engineering and Technology,Mechanical Engineering,342,83.75,True,not admitted,"A1, C5, A1, C6, A1"
Arts,English Language and Linguistics,139,48.38,False,not admitted,"C5, C6, C6, A1, C6"
Arts,"Religions, History and Heritage Studies",260,74.5,True,not admitted,"C4, B2, C4, B2, A1"
Allied Health Science,Public Health,199,61.88,False,not admitted,"C4, A1, B3, C5, C5"
Allied Health Science,Public Health,169,62.12,False,not admitted,"C5, B3, C4, A1, A1"
Pure and Applied Science,Environmental Management and Toxicology,366,84.75,True,not admitted,"B2, C5, A1, B2, C6"
Management and Social Sciences,Economics and Development Studies,162,61.25,True,not admitted,"B2, B2, C5, B3, B2"
Allied Health Science,Public Health,390,85.75,True,not admitted,"C5, B3, C5, B2, B3"
Engineering and Technology,Food and Agricultural Engineering,230,62.75,False,not admitted,"C5, C4, C4, B3, C5"
Education,Business and Entrepreneurship Education,156,62.5,True,not admitted,"B3, B2, B3, A1, B3"
Information and Communication Technology,Mass Communication,222,58.75,True,not admitted,"C6, C6, C6, C5, A1"
Arts,English Language and Linguistics,123,50.38,True,not admitted,"A1, A1, C6, C6, C6"
Education,Human Kinetic and Health Education,121,47.12,True,not admitted,"C5, C4, B3, C6, C5"
Information and Communication Technology,Computer Science,350,85.75,False,not admitted,"C5, B3, A1, B2, B2"
Agriculture,"Animal Production, Fisheries and Aquaculture",336,82.0,True,not admitted,"B2, C5, A1, B2, C5"
Education,Business and Entrepreneurship Education,323,85.38,True,not admitted,"A1, A1, B3, C4, A1"
Law,Jurisprudence and Public Law,378,88.25,True,not admitted,"C4, B2, B3, B2, B3"
Pure and Applied Science,Environmental Management and Toxicology,380,85.5,False,not admitted,"C5, C4, B3, B2, B3"
Agriculture,Agricultural Economics and Extension Services,381,83.62,False,not admitted,"C6, C5, A1, A1, C6"
Arts,"Religions, History and Heritage Studies",384,85.0,False,not admitted,"A1, C5, C5, B2, C5"
Allied Health Science,Environmental Health Science,189,58.62,True,not admitted,"B3, B2, C5, C5, C5"
Agriculture,Agricultural Economics and Extension Services,173,56.62,True,not admitted,"C5, B2, C6, C4, B3"
Agriculture,Food Science and Technology,222,63.75,True,not admitted,"C5, C5, C4, A1, C4"
Engineering and Technology,Materials Science and Engineering,256,75.0,True,not admitted,"B2, C4, B2, B2, B2"
Law,Jurisprudence and Public Law,357,86.62,True,not admitted,"A1, A1, B2, C5, C4"
Arts,Fine and Applied Arts,318,74.75,True,not admitted,"A1, C6, C5, C4, C4"
Law,Jurisprudence and Public Law,125,54.62,False,not admitted,"C5, B2, C5, B3, A1"
Education,Educational Management,138,53.25,True,not admitted,"A1, C6, C4, C5, B3"
Law,Business and Private Law,334,80.75,True,not admitted,"B3, C6, A1, A1, C5"
Engineering and Technology,Materials Science and Engineering,164,57.5,False,not admitted,"A1, C6, A1, C5, C5"
Management and Social Sciences,Tourism and Hospitality Management,226,64.25,False,not admitted,"B2, C6, C4, B3, C4"
Engineering and Technology,Civil and Environmental Engineering,251,68.38,True,not admitted,"A1, B3, B3, C6, C5"
Management and Social Sciences,Economics and Development Studies,339,80.38,True,not admitted,"C5, C6, A1, C4, A1"
Allied Health Science,Public Health,148,61.5,True,not admitted,"B2, B3, A1, B2, C4"
Pure and Applied Science,Mathematics and Statistics,163,56.38,True,not admitted,"C6, B3, B2, C4, C4"
Law,Common Law,279,66.88,False,not admitted,"C6, C6, C4, C5, B2"
Education,Educational Management,265,73.12,False,not admitted,"A1, B3, C6, C4, A1"
Pure and Applied Science,Zoology,383,82.88,True,not admitted,"C5, C5, C6, B3, A1"
Arts,English Language and Linguistics,224,64.0,True,not admitted,"C6, A1, C4, C4, C4"
Information and Communication Technology,Mass Communication,279,71.88,False,not admitted,"A1, C6, C6, A1, C4"
Education,Early Childhood and Primary Education,212,66.5,False,not admitted,"B3, B2, A1, C4, C5"
Education,Special Education,172,50.5,False,not admitted,"C4, C6, C5, C6, C5"
Management and Social Sciences,Economics and Development Studies,380,84.5,True,not admitted,"B2, B3, B3, C6, C4"
Allied Health Science,Medical Laboratory Science,213,61.62,False,not admitted,"C4, A1, C6, B3, C6"
Information and Communication Technology,Computer Science,300,75.5,True,not admitted,"C6, C5, A1, A1, C4"
Allied Health Science,Environmental Health Science,131,52.38,True,not admitted,"C5, C5, C4, C4, A1"
Law,Business and Private Law,134,55.75,True,not admitted,"B3, B2, B3, C4, C4"
Management and Social Sciences,Business and Entrepreneurship,358,82.75,True,not admitted,"B2, C4, B2, C6, B3"
Arts,Arabic and French,194,61.25,False,not admitted,"C6, B2, A1, C4, C5"
Arts,Fine and Applied Arts,351,85.88,False,not admitted,"B2, A1, C5, B3, B2"
Information and Communication Technology,Computer Science,154,57.25,False,not admitted,"C4, A1, C6, C4, B2"
Information and Communication Technology,Library and Information Science,139,59.38,True,not admitted,"B2, A1, B3, C5, B2"
Arts,English Language and Linguistics,276,75.5,True,not admitted,"B2, A1, C5, B2, C4"
Engineering and Technology,Civil and Environmental Engineering,232,59.0,True,not admitted,"C6, C6, B2, C6, C5"
Pure and Applied Science,Mathematics and Statistics,143,57.88,False,not admitted,"B2, A1, B2, C4, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",163,63.38,True,not admitted,"C6, B2, A1, A1, B2"
Management and Social Sciences,Business and Entrepreneurship,287,67.88,True,not admitted,"A1, C6, C5, C6, C5"
Management and Social Sciences,Economics and Development Studies,294,71.75,False,not admitted,"C4, C6, A1, C5, C4"
Pure and Applied Science,Zoology,383,83.88,True,not admitted,"A1, C5, B3, C4, C6"
Information and Communication Technology,Library and Information Science,339,82.38,False,not admitted,"C5, C4, B2, B2, B2"
Engineering and Technology,Aeronautics and Astronautics Engineering,165,58.62,True,not admitted,"B3, B2, C5, C6, A1"
Management and Social Sciences,Politics and Governance,367,75.88,True,not admitted,"C6, C5, B3, C5, C6"
Agriculture,Food Science and Technology,269,63.62,False,not admitted,"C6, C4, B3, C6, C6"
Education,Special Education,251,64.38,True,not admitted,"C4, C6, A1, C5, C6"
Agriculture,Crop Production,180,59.5,False,not admitted,"B3, C6, B2, C4, B3"
Engineering and Technology,Electrical and Computer Engineering,198,60.75,False,not admitted,"A1, C5, C6, C5, B2"
Allied Health Science,Medical Laboratory Science,168,58.0,True,not admitted,"B2, B3, C4, C6, B3"
Information and Communication Technology,Mass Communication,392,85.0,False,not admitted,"C5, C4, B3, A1, C6"
Allied Health Science,Medical Laboratory Science,387,85.38,False,not admitted,"C4, A1, C4, B3, C6"
Engineering and Technology,Mechanical Engineering,145,54.12,True,not admitted,"C4, B3, C5, A1, C6"
Allied Health Science,Public Health,285,75.62,True,not admitted,"A1, B2, A1, C5, C6"
Education,Special Education,367,80.88,True,not admitted,"A1, C4, C6, B3, C6"
Management and Social Sciences,Business and Entrepreneurship,212,64.5,False,not admitted,"C4, C5, A1, B2, C5"
Pure and Applied Science,Mathematics and Statistics,241,73.12,True,not admitted,"A1, A1, C4, C4, B2"
Education,Early Childhood and Primary Education,227,62.38,True,not admitted,"C5, C6, B3, C6, A1"
Pure and Applied Science,Geology and Mineral Sciences,377,83.12,True,not admitted,"C6, A1, C5, C4, B3"
Law,Common Law,211,63.38,False,not admitted,"C4, B2, B3, B3, C6"
Allied Health Science,Medical Laboratory Science,151,57.88,True,not admitted,"A1, C4, B2, C5, C4"
Education,Educational Management,174,59.75,False,not admitted,"C5, B2, C5, B3, B2"
Arts,Fine and Applied Arts,374,83.75,True,not admitted,"B2, C4, C5, C4, B3"
Engineering and Technology,Electrical and Computer Engineering,141,50.62,True,not admitted,"C5, C4, C5, C6, B2"
Arts,English Language and Linguistics,325,78.62,True,not admitted,"B3, B2, C4, B2, C6"
Agriculture,Crop Production,220,68.5,True,not admitted,"B2, B3, B2, A1, C6"
Pure and Applied Science,Zoology,360,81.0,False,not admitted,"C5, C5, B2, B2, C5"
Allied Health Science,Environmental Health Science,190,61.75,True,not admitted,"B3, C6, A1, B3, C4"
Agriculture,Food Science and Technology,365,78.62,True,not admitted,"B2, C5, C4, C6, C5"
Agriculture,Food Science and Technology,254,71.75,False,not admitted,"C6, B3, B2, A1, B3"
Arts,Fine and Applied Arts,220,62.5,False,not admitted,"B3, A1, C6, C6, C4"
Arts,"Religions, History and Heritage Studies",296,77.0,False,not admitted,"B2, C4, C4, B3, B2"
Engineering and Technology,Materials Science and Engineering,266,74.25,True,not admitted,"B3, C4, B2, B3, B2"
Engineering and Technology,Civil and Environmental Engineering,385,82.12,False,not admitted,"C6, B2, C4, B3, C6"
Education,Human Kinetic and Health Education,399,92.88,True,not admitted,"B2, B3, A1, C5, A1"
Law,Business and Private Law,182,65.75,False,not admitted,"B3, A1, B2, A1, C5"
Education,Arts and Science Education,289,74.12,True,not admitted,"B3, C4, B2, C5, B3"
Education,Human Kinetic and Health Education,253,71.62,True,not admitted,"C4, C6, B3, A1, A1"
Law,Jurisprudence and Public Law,261,74.62,False,not admitted,"B3, A1, C5, B2, B2"
Engineering and Technology,Civil and Environmental Engineering,266,71.25,False,not admitted,"B3, C5, B3, B3, B3"
Law,Jurisprudence and Public Law,223,70.88,True,not admitted,"B2, A1, B2, C6, A1"
Engineering and Technology,Food and Agricultural Engineering,281,69.12,True,not admitted,"C4, C5, C6, B3, B3"
Agriculture,"Animal Production, Fisheries and Aquaculture",137,49.12,True,not admitted,"C4, B3, C4, C6, C6"
Engineering and Technology,Materials Science and Engineering,121,55.12,True,not admitted,"C5, A1, B2, B2, C5"
Engineering and Technology,Mechanical Engineering,160,64.0,False,not admitted,"C6, A1, A1, A1, B2"
Information and Communication Technology,Mass Communication,376,82.0,False,not admitted,"B2, C6, C5, C5, B2"
Management and Social Sciences,Politics and Governance,177,56.12,True,not admitted,"C5, C4, C4, B3, C5"
Agriculture,Food Science and Technology,170,59.25,True,not admitted,"A1, C6, C4, C5, A1"
Engineering and Technology,Mechanical Engineering,264,71.0,True,not admitted,"C4, A1, B3, C6, B3"
Engineering and Technology,Food and Agricultural Engineering,382,77.75,False,not admitted,"C5, C5, C4, C5, C6"
Law,Business and Private Law,388,80.5,False,not admitted,"C5, C6, B3, C6, B3"
Allied Health Science,Medical Laboratory Science,301,78.62,True,not admitted,"A1, C4, B2, C4, B3"
Information and Communication Technology,Computer Science,353,79.12,False,not admitted,"B3, C6, B3, C5, B3"
Agriculture,Crop Production,302,73.75,True,not admitted,"B2, B3, C5, C5, C4"
Engineering and Technology,Electrical and Computer Engineering,313,80.12,True,not admitted,"C4, B2, A1, C4, B3"
Law,Common Law,127,57.88,True,not admitted,"B2, B2, C6, B2, A1"
Management and Social Sciences,Accounting and Finance,219,61.38,True,not admitted,"C6, C5, B2, B2, C6"
Agriculture,Food Science and Technology,368,89.0,False,not admitted,"A1, C6, B2, A1, B2"
Engineering and Technology,Mechanical Engineering,224,68.0,True,not admitted,"C5, C4, A1, B3, B2"
Arts,English Language and Linguistics,358,78.75,True,not admitted,"C4, A1, C5, C6, C5"
Law,Jurisprudence and Public Law,360,80.0,True,not admitted,"C6, A1, C5, B3, C5"
Agriculture,Agricultural Economics and Extension Services,366,77.75,False,not admitted,"C4, C6, C5, C4, C4"
Agriculture,Crop Production,323,77.38,False,not admitted,"C4, A1, B3, C5, C5"
Management and Social Sciences,Tourism and Hospitality Management,329,80.12,False,not admitted,"B2, B3, B3, B2, C6"
Arts,Arabic and French,236,71.5,True,not admitted,"B2, C4, B3, B3, A1"
Law,Jurisprudence and Public Law,128,55.0,False,not admitted,"A1, B2, C6, C4, B3"
Law,Business and Private Law,305,84.12,True,not admitted,"A1, A1, A1, B3, B3"
Information and Communication Technology,Mass Communication,344,84.0,True,not admitted,"A1, B2, C4, C5, B2"
Arts,"Religions, History and Heritage Studies",308,72.5,True,not admitted,"C4, B2, C6, C6, B3"
Engineering and Technology,Materials Science and Engineering,393,82.12,True,not admitted,"C5, C4, A1, C6, C6"
Allied Health Science,Medical Laboratory Science,174,58.75,True,not admitted,"B2, C4, C6, C4, B2"
Allied Health Science,Environmental Health Science,135,57.88,True,not admitted,"B3, B3, A1, B2, C5"
Allied Health Science,Medical Laboratory Science,195,56.38,True,not admitted,"C4, C6, C6, B2, C5"
Law,Common Law,213,61.62,True,not admitted,"C5, C5, B3, C5, B2"
Education,Early Childhood and Primary Education,129,55.12,True,not admitted,"B2, C6, C5, A1, B2"
Law,Business and Private Law,367,81.88,True,not admitted,"C4, C6, A1, C5, B3"
Law,Common Law,219,66.38,True,not admitted,"C6, A1, B2, A1, C6"
Arts,English Language and Linguistics,317,77.62,True,not admitted,"C4, B2, B3, C6, B2"
Agriculture,Agricultural Economics and Extension Services,140,56.5,False,not admitted,"A1, C5, B3, A1, C6"
Arts,Arabic and French,222,68.75,True,not admitted,"A1, C4, A1, C5, B3"
Management and Social Sciences,Politics and Governance,253,71.62,True,not admitted,"B2, C4, B3, C5, A1"
Arts,Arabic and French,244,70.5,True,not admitted,"A1, A1, B2, C5, C6"
Engineering and Technology,Electrical and Computer Engineering,218,64.25,True,not admitted,"A1, A1, C4, C6, C6"
Education,Special Education,299,68.38,True,not admitted,"C4, C6, C6, C6, B2"
Allied Health Science,Environmental Health Science,187,63.38,True,not admitted,"C6, B2, B3, B3, A1"
Agriculture,Food Science and Technology,241,69.12,False,not admitted,"A1, C4, C4, B3, C4"
Education,Educational Management,147,61.38,True,not admitted,"B2, B3, A1, B2, C4"
Management and Social Sciences,Tourism and Hospitality Management,176,58.0,True,not admitted,"C6, A1, C5, C6, A1"
Engineering and Technology,Mechanical Engineering,328,80.0,True,not admitted,"C4, B2, C5, C4, A1"
Allied Health Science,Medical Laboratory Science,281,74.12,True,not admitted,"A1, B2, B3, C6, C4"
Education,Educational Management,376,83.0,True,not admitted,"A1, C5, C6, A1, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",200,62.0,True,not admitted,"C6, A1, C4, B3, C4"
Law,Common Law,351,76.88,True,not admitted,"C4, C4, B3, C6, C5"
Management and Social Sciences,Business and Entrepreneurship,170,57.25,True,not admitted,"C6, B3, C4, A1, C5"
Allied Health Science,Public Health,142,48.75,True,not admitted,"C6, B2, C6, C4, C6"
Information and Communication Technology,Mass Communication,177,63.12,True,not admitted,"B2, A1, B2, C6, B3"
Education,Human Kinetic and Health Education,250,73.25,True,not admitted,"A1, A1, B2, B3, C6"
Allied Health Science,Public Health,208,64.0,True,not admitted,"A1, C5, C5, B3, B3"
Allied Health Science,Environmental Health Science,135,56.88,True,not admitted,"C4, B3, B3, A1, C4"
Education,Business and Entrepreneurship Education,250,73.25,True,not admitted,"B2, B2, B2, C5, B2"
Information and Communication Technology,Computer Science,306,78.25,False,not admitted,"C5, A1, B3, C4, B2"
Management and Social Sciences,Economics and Development Studies,331,80.38,True,not admitted,"C6, C6, B2, A1, A1"
Law,Common Law,385,88.12,True,not admitted,"C5, B3, B2, B2, B3"
Management and Social Sciences,Accounting and Finance,227,64.38,True,not admitted,"C5, B2, C5, C6, A1"
Allied Health Science,Medical Laboratory Science,238,75.75,False,not admitted,"B3, A1, B2, A1, B2"
Education,Early Childhood and Primary Education,365,87.62,True,not admitted,"C5, B3, A1, B2, B2"
Agriculture,Agricultural Economics and Extension Services,162,56.25,False,not admitted,"A1, C6, C4, C6, B2"
Allied Health Science,Medical Laboratory Science,131,55.38,True,not admitted,"C5, A1, B2, C5, B3"
Engineering and Technology,Electrical and Computer Engineering,341,77.62,True,not admitted,"C5, A1, B3, C6, C5"
Management and Social Sciences,Accounting and Finance,138,52.25,True,not admitted,"C6, C4, C6, B2, B2"
Agriculture,Food Science and Technology,178,60.25,True,not admitted,"A1, B3, C4, C4, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",126,53.75,True,not admitted,"B2, C4, B2, C5, C4"
Management and Social Sciences,Politics and Governance,180,56.5,False,not admitted,"C4, C5, C4, B2, C6"
Law,Business and Private Law,265,66.12,True,not admitted,"C6, B3, C5, C4, C4"
Information and Communication Technology,Library and Information Science,211,63.38,False,not admitted,"C5, B2, B3, C6, B2"
Arts,English Language and Linguistics,214,63.75,False,not admitted,"B2, C6, C6, B2, B2"
Agriculture,Crop Production,124,55.5,True,not admitted,"C4, B2, B2, C5, B2"
Arts,Fine and Applied Arts,253,63.62,False,not admitted,"C5, B2, C5, C5, C6"
Allied Health Science,Environmental Health Science,389,93.62,False,not admitted,"B3, A1, B2, A1, B3"
Agriculture,Food Science and Technology,144,61.0,True,not admitted,"B3, A1, B3, C4, A1"
Law,Business and Private Law,182,64.75,False,not admitted,"A1, B2, C4, C5, A1"
Agriculture,Agricultural Economics and Extension Services,268,74.5,True,not admitted,"A1, B2, C4, B2, C5"
Education,Early Childhood and Primary Education,341,81.62,True,not admitted,"B2, C4, C5, A1, C4"
Law,Common Law,365,87.62,True,not admitted,"C4, A1, A1, A1, C6"
Allied Health Science,Medical Laboratory Science,389,85.62,True,not admitted,"B3, B2, C5, C5, B3"
Pure and Applied Science,Geology and Mineral Sciences,209,67.12,True,not admitted,"C4, A1, C5, A1, B3"
Law,Business and Private Law,215,62.88,False,not admitted,"C5, B3, A1, C4, C6"
Information and Communication Technology,Mass Communication,265,60.12,True,not admitted,"C6, C6, C5, C5, C6"
Education,Special Education,364,79.5,False,not admitted,"B3, C5, A1, C6, C6"
Law,Business and Private Law,120,44.0,True,not admitted,"C6, C6, C6, B2, C6"
Information and Communication Technology,Computer Science,328,78.0,False,not admitted,"B2, C4, C5, A1, C6"
Management and Social Sciences,Tourism and Hospitality Management,139,58.38,True,not admitted,"B2, C4, B2, B2, C4"
Management and Social Sciences,Politics and Governance,396,88.5,True,not admitted,"A1, C5, C6, B3, A1"
Allied Health Science,Medical Laboratory Science,187,61.38,True,not admitted,"B3, B2, C4, B2, C6"
Management and Social Sciences,Politics and Governance,248,65.0,False,not admitted,"C6, B2, B2, C6, C5"
Law,Common Law,258,71.25,True,not admitted,"B2, A1, B2, C5, C6"
Education,Early Childhood and Primary Education,249,76.12,True,not admitted,"B3, B3, B2, A1, A1"
Agriculture,Agricultural Economics and Extension Services,156,60.5,True,not admitted,"A1, A1, C6, C5, A1"
Information and Communication Technology,Library and Information Science,399,83.88,True,not admitted,"C6, B2, C4, C4, C5"
Agriculture,Crop Production,174,56.75,False,not admitted,"B3, C6, C5, B3, B3"
Agriculture,Crop Production,325,73.62,False,not admitted,"C4, C6, B2, C6, C4"
Pure and Applied Science,Environmental Management and Toxicology,327,73.88,True,not admitted,"C6, C5, A1, C5, C5"
Information and Communication Technology,Computer Science,338,79.25,True,not admitted,"B3, C4, A1, C5, C5"
Arts,Performing Arts and Film Studies,240,67.0,False,not admitted,"C6, C6, A1, A1, C4"
Allied Health Science,Medical Laboratory Science,345,77.12,True,not admitted,"C5, C4, C4, C6, B2"
Allied Health Science,Environmental Health Science,259,70.38,True,not admitted,"C4, C6, A1, C4, B2"
Pure and Applied Science,Microbiology,159,54.88,False,not admitted,"B3, C4, C6, C5, B2"
Education,Early Childhood and Primary Education,164,58.5,True,not admitted,"C5, B3, B3, A1, C5"
Engineering and Technology,Electrical and Computer Engineering,135,44.88,True,not admitted,"C6, C5, C6, C4, C6"
Allied Health Science,Public Health,256,74.0,True,not admitted,"B2, B3, A1, B3, C4"
Education,Educational Management,155,64.38,True,not admitted,"B2, A1, B3, B3, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",371,80.38,True,not admitted,"C5, B3, C6, A1, C6"
Allied Health Science,Public Health,149,53.62,True,not admitted,"B3, C6, B3, B2, C6"
Pure and Applied Science,Biochemistry,360,78.0,True,not admitted,"C6, C5, C5, C4, B2"
Allied Health Science,Public Health,238,68.75,False,not admitted,"A1, B3, B3, C5, C4"
Allied Health Science,Public Health,258,64.25,True,not admitted,"C5, C5, C6, C4, B3"
Engineering and Technology,Electrical and Computer Engineering,394,85.25,True,not admitted,"B3, C6, B3, C4, B3"
Law,Jurisprudence and Public Law,270,75.75,False,not admitted,"C6, A1, A1, C4, A1"
Education,Educational Management,192,67.0,False,not admitted,"B3, C4, A1, A1, B3"
Law,Business and Private Law,206,60.75,False,not admitted,"C4, C6, C4, A1, C5"
Education,Arts and Science Education,159,57.88,True,not admitted,"B3, B3, B2, C6, B3"
Allied Health Science,Medical Laboratory Science,373,82.62,True,not admitted,"B3, C5, C4, C6, A1"
Arts,"Religions, History and Heritage Studies",223,72.88,True,not admitted,"A1, B3, A1, A1, C4"
Education,Business and Entrepreneurship Education,191,64.88,True,not admitted,"C5, B2, C4, B2, A1"
Engineering and Technology,Food and Agricultural Engineering,140,56.5,True,not admitted,"C6, A1, B2, C4, B3"
Information and Communication Technology,Library and Information Science,260,67.5,True,not admitted,"C5, C6, B2, C5, B2"
Arts,"Religions, History and Heritage Studies",211,57.38,True,not admitted,"C5, C5, C6, C4, C4"
Education,Early Childhood and Primary Education,343,83.88,True,not admitted,"A1, C5, B3, C4, A1"
Allied Health Science,Medical Laboratory Science,247,64.88,True,not admitted,"C4, B3, C5, C5, C4"
Engineering and Technology,Aeronautics and Astronautics Engineering,303,72.88,True,not admitted,"C5, C6, B3, C5, A1"
Agriculture,Food Science and Technology,285,77.62,True,not admitted,"C4, B3, A1, B3, B2"
Education,Educational Management,292,78.5,False,not admitted,"A1, C6, B2, A1, B3"
Pure and Applied Science,Environmental Management and Toxicology,337,79.12,True,not admitted,"A1, C6, C5, B2, C4"
Information and Communication Technology,Mass Communication,186,60.25,True,not admitted,"B3, B3, C4, C4, C4"
Engineering and Technology,Mechanical Engineering,259,74.38,True,not admitted,"A1, B2, C4, A1, C5"
Agriculture,Crop Production,296,73.0,True,not admitted,"C5, C5, C4, B3, B2"
Education,Arts and Science Education,312,82.0,True,not admitted,"A1, C4, B3, B3, A1"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",201,57.12,True,not admitted,"C6, C4, B3, C6, C4"
Pure and Applied Science,Environmental Management and Toxicology,163,55.38,True,not admitted,"C6, B3, B3, B3, C5"
Pure and Applied Science,Microbiology,396,87.5,False,not admitted,"C4, C4, C4, A1, C4"
Engineering and Technology,Aeronautics and Astronautics Engineering,130,57.25,True,not admitted,"B3, C5, B3, B2, A1"
Information and Communication Technology,Mass Communication,165,55.62,False,not admitted,"C5, C4, B2, C4, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",206,67.75,False,not admitted,"C4, A1, A1, B2, C5"
Allied Health Science,Public Health,328,79.0,False,not admitted,"C4, C4, B3, C4, B2"
Allied Health Science,Medical Laboratory Science,169,58.12,False,not admitted,"C5, B3, B3, C4, B3"
Allied Health Science,Public Health,220,70.5,False,not admitted,"A1, A1, C6, B2, B2"
Pure and Applied Science,Environmental Management and Toxicology,347,78.38,False,not admitted,"C4, C4, C5, A1, C6"
Management and Social Sciences,Economics and Development Studies,379,86.38,True,not admitted,"C4, A1, C5, B3, B3"
Education,Business and Entrepreneurship Education,155,51.38,True,not admitted,"C4, B3, C5, C6, C5"
